Song,Movie,Link,id
"Look Through My Eyes - From ""Brother Bear""/Soundtrack Version",Brother Bear,https://api.spotify.com/v1/tracks/400abutrj9yS5YBkd3fE6P,400abutrj9yS5YBkd3fE6P
"Transformation - From ""Brother Bear""/Soundtrack Version",Brother Bear,https://api.spotify.com/v1/tracks/3oEllCjRbaRJrZKtZVLsDJ,3oEllCjRbaRJrZKtZVLsDJ
"Transformation (Phil Version) - From ""Brother Bear""/Soundtrack Version",Brother Bear,https://api.spotify.com/v1/tracks/6QLf6C4OMDGVqh2lBJdtjs,6QLf6C4OMDGVqh2lBJdtjs
"Circle of Life - From ""The Lion King""/Soundtrack Version",The Lion King,https://api.spotify.com/v1/tracks/5vKkaZHPzuqQheytfKuXzp,5vKkaZHPzuqQheytfKuXzp
Never Smile at a Crocodile,Peter Pan (Original Motion Picture Soundtrack),https://api.spotify.com/v1/tracks/03f2e7WrN33uwicte4iZb7,03f2e7WrN33uwicte4iZb7
"Little April Shower - From ""Bambi""/Soundtrack Version",Bambi,https://api.spotify.com/v1/tracks/1OwcR9OYz2vuUttTQSOVZN,1OwcR9OYz2vuUttTQSOVZN
Savages,Walt Disney Records The Legacy Collection: Pocahontas,https://api.spotify.com/v1/tracks/3mkYrCBuaYagKVMryMOBEm,3mkYrCBuaYagKVMryMOBEm
How Far I'll Go - Reprise,Moana (Original Motion Picture Soundtrack/Deluxe Edition),https://api.spotify.com/v1/tracks/32pqqCrnIC5O5iE9c218PJ,32pqqCrnIC5O5iE9c218PJ
"Baby Mine - From ""Dumbo""",Julie Andrews Selects Her Favorite Disney Songs,https://api.spotify.com/v1/tracks/5LLc5PMYsumWanLvgr7DCB,5LLc5PMYsumWanLvgr7DCB
Lead the Way,Raya and the Last Dragon (Original Motion Picture Soundtrack),https://api.spotify.com/v1/tracks/2Vqbniz8jYoZPvecpdVPq9,2Vqbniz8jYoZPvecpdVPq9
Here I Am,Spirit: Stallion Of The Cimarron (Music From The Original Motion Picture),https://api.spotify.com/v1/tracks/2pGH58HmgqdOcZTTO9Po7t,2pGH58HmgqdOcZTTO9Po7t
This Is Where I Belong,Spirit: Stallion Of The Cimarron (Music From The Original Motion Picture),https://api.spotify.com/v1/tracks/6QWniaitONimLqysaA6cwe,6QWniaitONimLqysaA6cwe
Get Off My Back,Spirit: Stallion Of The Cimarron (Music From The Original Motion Picture),https://api.spotify.com/v1/tracks/3d5m9pAfgKSqMsn3kX1J2P,3d5m9pAfgKSqMsn3kX1J2P
Brothers Under The Sun,Spirit: Stallion Of The Cimarron (Music From The Original Motion Picture),https://api.spotify.com/v1/tracks/2p00MbVftAsBM0wtibcu0a,2p00MbVftAsBM0wtibcu0a
Don't Let Go,Spirit: Stallion Of The Cimarron (Music From The Original Motion Picture),https://api.spotify.com/v1/tracks/09OsBJJrZcpWHWGPmRmVDn,09OsBJJrZcpWHWGPmRmVDn
I Will Always Return - Finale,Spirit: Stallion Of The Cimarron (Music From The Original Motion Picture),https://api.spotify.com/v1/tracks/6kfmDM4aiBhmQV3Zogiew0,6kfmDM4aiBhmQV3Zogiew0
Riding Free (Spirit: Riding Free),Riding Free (Spirit: Riding Free),https://api.spotify.com/v1/tracks/5W5EUbpeHCKklSKsVgWJm0,5W5EUbpeHCKklSKsVgWJm0
Fearless (Valiente Duet) [from Spirit Untamed],Fearless (Valiente Duet) [from Spirit Untamed],https://api.spotify.com/v1/tracks/5H0rwHKdW6zi83k9X7kOAA,5H0rwHKdW6zi83k9X7kOAA
Family of Me,Over the Hedge-Music from the Motion Picture,https://api.spotify.com/v1/tracks/3hSsxO44l3UhkGN9bmR9Ba,3hSsxO44l3UhkGN9bmR9Ba
Heist,Over the Hedge-Music from the Motion Picture,https://api.spotify.com/v1/tracks/1fE1nxRZtVKTdJMUYf7EOL,1fE1nxRZtVKTdJMUYf7EOL
Still,Over the Hedge-Music from the Motion Picture,https://api.spotify.com/v1/tracks/5rasBZY5n2yEKm6J7mypIK,5rasBZY5n2yEKm6J7mypIK
Rockin' the Suburbs (feat. William Shatner) - 'Over the Hedge' Version,Over the Hedge-Music from the Motion Picture,https://api.spotify.com/v1/tracks/3u72FU4b9Qc5GbK0Lmg4Ai,3u72FU4b9Qc5GbK0Lmg4Ai
Lost in the Supermarket,Over the Hedge-Music from the Motion Picture,https://api.spotify.com/v1/tracks/472YeSrJILYxEj9hVs0ohR,472YeSrJILYxEj9hVs0ohR
Still - Reprise,Over the Hedge-Music from the Motion Picture,https://api.spotify.com/v1/tracks/3jIEk8rfaM7ejBM3qsC2ob,3jIEk8rfaM7ejBM3qsC2ob
Wildest Dreams,1989,https://api.spotify.com/v1/tracks/59HjlYCeBsxdI0fcm3zglw,59HjlYCeBsxdI0fcm3zglw
Starships,Pink Friday ... Roman Reloaded,https://api.spotify.com/v1/tracks/1oHNvJVbFkexQc0BpQp7Y4,1oHNvJVbFkexQc0BpQp7Y4
"Towards The Sun - From The ""Home"" Soundtrack",Home (Original Motion Picture Soundtrack),https://api.spotify.com/v1/tracks/1UuZhGTon3gzXQAJzNa2A4,1UuZhGTon3gzXQAJzNa2A4
"As Real As You And Me - From The ""Home"" Soundtrack",Home (Original Motion Picture Soundtrack),https://api.spotify.com/v1/tracks/5MdWl8PlPLdCzDCmtdryCQ,5MdWl8PlPLdCzDCmtdryCQ
"Dancing In The Dark - From The ""Home"" Soundtrack",Home (Original Motion Picture Soundtrack),https://api.spotify.com/v1/tracks/3nlVjrlLMJHC7Flf9impf9,3nlVjrlLMJHC7Flf9impf9
"Red Balloon - From The ""Home"" Soundtrack",Home (Original Motion Picture Soundtrack),https://api.spotify.com/v1/tracks/7egfXaVHNROOmU4yuyNNdo,7egfXaVHNROOmU4yuyNNdo
"Feel The Light - From The ""Home"" Soundtrack","Feel The Light (From The ""Home"" Soundtrack)",https://api.spotify.com/v1/tracks/26Zco2DqGMnDIjOX0aIqER,26Zco2DqGMnDIjOX0aIqER
Try - Kung Fu Panda 3 Official Theme Song,Kung Fu Panda 3 (Music from the Motion Picture),https://api.spotify.com/v1/tracks/0a0z74CqgCXrC3UyYATdLC,0a0z74CqgCXrC3UyYATdLC
Warriors (She-Ra and the Princesses of Power Theme Song),Warriors (She-Ra and the Princesses of Power Theme Song),https://api.spotify.com/v1/tracks/7CKRTXTnDfo0Go8AgXp1tW,7CKRTXTnDfo0Go8AgXp1tW
Fix You,X&Y,https://api.spotify.com/v1/tracks/7LVHVU3tWfcxj5aiPFEW4Q,7LVHVU3tWfcxj5aiPFEW4Q
Dreams,Abominable (Original Motion Picture Soundtrack),https://api.spotify.com/v1/tracks/1VcaeO0cQJyPT8XT0ZDd3b,1VcaeO0cQJyPT8XT0ZDd3b
Beautiful Life (From the Motion Picture Abominable),Abominable (Original Motion Picture Soundtrack),https://api.spotify.com/v1/tracks/4Q2FYqYA2X6xt1rR7xOp4H,4Q2FYqYA2X6xt1rR7xOp4H
Firework,Madagascar 3: Europe's Most Wanted (Music From The Motion Picture),https://api.spotify.com/v1/tracks/2JLr197pMUjLkussh7G0Z8,2JLr197pMUjLkussh7G0Z8
Shine Your Way,The Croods (Music from the Motion Picture),https://api.spotify.com/v1/tracks/6xV6bjb0E7qdY6s1RVVr4t,6xV6bjb0E7qdY6s1RVVr4t
I Think I Love You,The Croods: A New Age (Original Motion Picture Soundtrack),https://api.spotify.com/v1/tracks/2mVAZDLXQLR0RQiOKBXVu5,2mVAZDLXQLR0RQiOKBXVu5
Feel the Thunder (The Croods: A New Age),The Croods: A New Age (Original Motion Picture Soundtrack),https://api.spotify.com/v1/tracks/4qKLJUX5N14OJnmgcNG4cy,4qKLJUX5N14OJnmgcNG4cy
We Are Here Together,The Croods: A New Age (Original Motion Picture Soundtrack),https://api.spotify.com/v1/tracks/1Y0x95lvaAbUHDdRJSR2CU,1Y0x95lvaAbUHDdRJSR2CU
Wherever The Trail May Lead,Home On The Range (Original Motion Picture Soundtrack),https://api.spotify.com/v1/tracks/5vDgRlKD4jDC0r96FsEKwL,5vDgRlKD4jDC0r96FsEKwL
Anytime You Need a Friend - Original Version,Home On The Range (Original Motion Picture Soundtrack),https://api.spotify.com/v1/tracks/34yENJs021Uby7I3kf2AVM,34yENJs021Uby7I3kf2AVM
You Belong (from Spirit Untamed),Spirit Untamed (Original Motion Picture Soundtrack),https://api.spotify.com/v1/tracks/2xkqOhP6nPUdYqZpiA9wO9,2xkqOhP6nPUdYqZpiA9wO9
Fearless (from Spirit Untamed),Spirit Untamed (Original Motion Picture Soundtrack),https://api.spotify.com/v1/tracks/3GT59mSPspQNmXhAmoUzXb,3GT59mSPspQNmXhAmoUzXb
Better With You,Spirit Untamed (Original Motion Picture Soundtrack),https://api.spotify.com/v1/tracks/3XZZmBDADWyAGIMoAU8BpQ,3XZZmBDADWyAGIMoAU8BpQ
"Be Fearless, Fortuna!",Spirit Untamed (Original Motion Picture Soundtrack),https://api.spotify.com/v1/tracks/0mLYSsFYDApZG8O3SjJmM2,0mLYSsFYDApZG8O3SjJmM2
Fearless (Valiente Duet) [from Spirit Untamed],Spirit Untamed (Original Motion Picture Soundtrack),https://api.spotify.com/v1/tracks/66c8tLZuPl2xPUMTy5d8St,66c8tLZuPl2xPUMTy5d8St
You Belong (Tu Lugar) [from Spirit Untamed],Spirit Untamed (Original Motion Picture Soundtrack),https://api.spotify.com/v1/tracks/3Sqx9DSwpZww1THZbghXW7,3Sqx9DSwpZww1THZbghXW7
Join Up,Spirit Untamed (Original Motion Picture Soundtrack),https://api.spotify.com/v1/tracks/5ViRgWlEvUt0M487vLLVTx,5ViRgWlEvUt0M487vLLVTx
You Belong (from Spirit Untamed),You Belong (from Spirit Untamed),https://api.spotify.com/v1/tracks/1r4W3q6EIYuHyB7bppMEOt,1r4W3q6EIYuHyB7bppMEOt
INTRO - Will Singing the Clash,Stranger Things (Soundtrack from the Netflix Original Series),https://api.spotify.com/v1/tracks/3l34IHsMdm3C8eyCog04cJ,3l34IHsMdm3C8eyCog04cJ
Icaro - Extended Version,Icaro (Remixes),https://api.spotify.com/v1/tracks/5Jmf3KDta6dEQ1JsAUDWVG,5Jmf3KDta6dEQ1JsAUDWVG
What A Wonderful World,From Gas to Solid / you are my friend,https://api.spotify.com/v1/tracks/1HVCTkwQwbYQvNjiv4Os8d,1HVCTkwQwbYQvNjiv4Os8d
At The Door,The New Abnormal,https://api.spotify.com/v1/tracks/7lu6YLrlB1MU7HW8DJSuPa,7lu6YLrlB1MU7HW8DJSuPa
Burying Us,Burying Us,https://api.spotify.com/v1/tracks/3oM4euXFdn1mSBcktJ7aCo,3oM4euXFdn1mSBcktJ7aCo
(You Don't Know) How Glad I Am,How Glad I Am,https://api.spotify.com/v1/tracks/4YkN3JlceD5n2aMqL1kFnH,4YkN3JlceD5n2aMqL1kFnH
Nara,This Is All Yours,https://api.spotify.com/v1/tracks/6sSu6bHOIEe48kU7R3xj34,6sSu6bHOIEe48kU7R3xj34
Dream for Dreaming,Wave,https://api.spotify.com/v1/tracks/7uscxHWlCBoy6DeL7CocBF,7uscxHWlCBoy6DeL7CocBF
Inside,Inside,https://api.spotify.com/v1/tracks/1KRxAPufEHNvXmvhPcO9oe,1KRxAPufEHNvXmvhPcO9oe
Can I Call You Tonight?,Fuzzybrain,https://api.spotify.com/v1/tracks/64lsIF5pw0sJY0gV5kz0RN,64lsIF5pw0sJY0gV5kz0RN
Heroes,Scratch My Back,https://api.spotify.com/v1/tracks/1gYMahNjulEXAPhxlm27ek,1gYMahNjulEXAPhxlm27ek
perfume,perfume,https://api.spotify.com/v1/tracks/0t52rXOiyAKx1ZoacxuB4B,0t52rXOiyAKx1ZoacxuB4B
In This Shirt,From the Circus to the Sea,https://api.spotify.com/v1/tracks/60mItLdFl6xkYc1sAjlZlf,60mItLdFl6xkYc1sAjlZlf
Stay Here (Rohne Remix),Stay Here (Rohne Remix),https://api.spotify.com/v1/tracks/01zfHMeAj93VlyKx2Ym7jK,01zfHMeAj93VlyKx2Ym7jK
Nirvana,Nirvana,https://api.spotify.com/v1/tracks/11VPN6SfBRRmF2fESXlNep,11VPN6SfBRRmF2fESXlNep
Guilty of Love,Guilty of Love,https://api.spotify.com/v1/tracks/0KzVS0dLaLCVg6FjEhdtw8,0KzVS0dLaLCVg6FjEhdtw8
Gimme Love,Gimme Love,https://api.spotify.com/v1/tracks/2hfoyc7ve6xM4ZEiNIiU1B,2hfoyc7ve6xM4ZEiNIiU1B
Frame Of Reference,Frame Of Reference,https://api.spotify.com/v1/tracks/4BTet4QXPBOaoAS4Nw4PW4,4BTet4QXPBOaoAS4Nw4PW4
Retrograde,Overgrown,https://api.spotify.com/v1/tracks/2IqjKEBiz0CdLKdkXhxw84,2IqjKEBiz0CdLKdkXhxw84
When I Was In My Prime,Cruel Sister,https://api.spotify.com/v1/tracks/05S9k6LXSS5MiIZNs17RqJ,05S9k6LXSS5MiIZNs17RqJ
In Your Eyes,After Hours,https://api.spotify.com/v1/tracks/7szuecWAPwGoV1e5vGu8tl,7szuecWAPwGoV1e5vGu8tl
時候,幻,https://api.spotify.com/v1/tracks/66ulqnxHakk8k2RXwtm701,66ulqnxHakk8k2RXwtm701
Die A Little,13 Reasons Why (Season 3),https://api.spotify.com/v1/tracks/34QLRZoPtOh7B5kcklyYAJ,34QLRZoPtOh7B5kcklyYAJ
Lonely Feelings,Love Supreme,https://api.spotify.com/v1/tracks/0RtkHfadSVMBrbCdiu5ZKh,0RtkHfadSVMBrbCdiu5ZKh
YaYaYa,Unfurl,https://api.spotify.com/v1/tracks/1gmj9SGmFea50SyyVYgFkP,1gmj9SGmFea50SyyVYgFkP
Young Forever,13 Reasons Why (Season 3),https://api.spotify.com/v1/tracks/3Axav61Nuw5UzQ1CWORDt5,3Axav61Nuw5UzQ1CWORDt5
If You’re Too Shy (Let Me Know),Notes On A Conditional Form,https://api.spotify.com/v1/tracks/1C5utO1I8FoSIn6g1R5DAZ,1C5utO1I8FoSIn6g1R5DAZ
Run Boy Run,The Golden Age,https://api.spotify.com/v1/tracks/2YhapA5E1qTZ1Ykw9Y86ql,2YhapA5E1qTZ1Ykw9Y86ql
lovely (with Khalid),13 Reasons Why (Season 2),https://api.spotify.com/v1/tracks/0NxgdbKwdArO2TsRDGedbg,0NxgdbKwdArO2TsRDGedbg
Supalonely (Lownely),Supalonely (Lownely),https://api.spotify.com/v1/tracks/0hVZCUZKWsWFU6i5zlRZZr,0hVZCUZKWsWFU6i5zlRZZr
The Night We Met,Strange Trails,https://api.spotify.com/v1/tracks/6mORGLOz79w6VsCRLWYYuK,6mORGLOz79w6VsCRLWYYuK
Otherside,No Shape,https://api.spotify.com/v1/tracks/7nycFVsC616uen7TOxhOQb,7nycFVsC616uen7TOxhOQb
Girls Just Wanna Have Some,Girls Just Wanna Have Fun,https://api.spotify.com/v1/tracks/0kQrU0A42AWEKZITjyuGNL,0kQrU0A42AWEKZITjyuGNL
Somebody Else,"I like it when you sleep, for you are so beautiful yet so unaware of it",https://api.spotify.com/v1/tracks/4m0q0xQ2BNl9SCAGKyfiGZ,4m0q0xQ2BNl9SCAGKyfiGZ
Hypnosis,The Minimalist,https://api.spotify.com/v1/tracks/6xhwbnVSG3DeLM6oZau2Mr,6xhwbnVSG3DeLM6oZau2Mr
Psychopaths,Psychopaths,https://api.spotify.com/v1/tracks/2VyZ2LBYhtKRDz4vkyoCrl,2VyZ2LBYhtKRDz4vkyoCrl
Psycho Killer - 2005 Remaster,Talking Heads '77 (Deluxe Version),https://api.spotify.com/v1/tracks/1i6N76fftMZhijOzFQ5ZtL,1i6N76fftMZhijOzFQ5ZtL
Wasting My Young Years,If You Wait,https://api.spotify.com/v1/tracks/6gyv1SLABT8uU4yXbh2d9Q,6gyv1SLABT8uU4yXbh2d9Q
Red Right Hand (Peaky Blinders Theme) - Flood Remix,Red Right Hand Peaky Blinders,https://api.spotify.com/v1/tracks/00Aud5cYpOufUmlVmJJCed,00Aud5cYpOufUmlVmJJCed
Exit Music (For a Film),OK Computer,https://api.spotify.com/v1/tracks/4Na0siMtWOW9pJoWJ1Ponv,4Na0siMtWOW9pJoWJ1Ponv
On Reflection,Black Mirror - Nosedive (Music From The Original TV Series),https://api.spotify.com/v1/tracks/4EKMLcDmI7I5bORpsWgQg1,4EKMLcDmI7I5bORpsWgQg1
Hazy Shade of Winter (feat. Ray Toro),Hazy Shade of Winter (feat. Ray Toro),https://api.spotify.com/v1/tracks/1tBZnhDT8xbgJTs43FiqrD,1tBZnhDT8xbgJTs43FiqrD
"Mad World (From ""Riverdale"")","Mad World (From ""Riverdale"")",https://api.spotify.com/v1/tracks/0oPhXJnORDeS1Q2PZmFBc1,0oPhXJnORDeS1Q2PZmFBc1
Only,Dawn,https://api.spotify.com/v1/tracks/1GxNPd5r7D1zChEMuMhue0,1GxNPd5r7D1zChEMuMhue0
Why'd You Only Call Me When You're High?,AM,https://api.spotify.com/v1/tracks/086myS9r57YsLbJpU0TgK9,086myS9r57YsLbJpU0TgK9
Waves Crashing on Distant Shores of Time,Black Mirror: San Junipero (Original Score),https://api.spotify.com/v1/tracks/2lpkRgBi1D7juwRLXs5xhR,2lpkRgBi1D7juwRLXs5xhR
Getaway,Getaway,https://api.spotify.com/v1/tracks/266DN8tlWwfQ9042Z9221J,266DN8tlWwfQ9042Z9221J
Heroes - 1999 Remaster,Heroes (1999 Remaster),https://api.spotify.com/v1/tracks/5j6ZZwA9BnxZi5Bk0Ng4jB,5j6ZZwA9BnxZi5Bk0Ng4jB
Beach Baby,Blood Bank EP (10th Anniversary Edition),https://api.spotify.com/v1/tracks/48oPbFwt2niM6mnsWOt2fr,48oPbFwt2niM6mnsWOt2fr
Featherlight,Community,https://api.spotify.com/v1/tracks/15PTFi7PkBDnbHIBhB1UYq,15PTFi7PkBDnbHIBhB1UYq
Swim Home,13 Reasons Why (Season 3),https://api.spotify.com/v1/tracks/7CfIX8LSukzEHvbV82WDWz,7CfIX8LSukzEHvbV82WDWz
Your Very First Love,The Dubs Meet The Shells (With Bonus Tracks),https://api.spotify.com/v1/tracks/3XPeY2Xo6ocSzZgMxT2YIB,3XPeY2Xo6ocSzZgMxT2YIB
Wondrous Place,The One and Only,https://api.spotify.com/v1/tracks/5u8Uan68a0wy0CGj49SQzT,5u8Uan68a0wy0CGj49SQzT
Every Breath You Take,The Very Best Of Sting And The Police,https://api.spotify.com/v1/tracks/4U3Ggqyv2XgnS1u82HOGQX,4U3Ggqyv2XgnS1u82HOGQX
Hollow - Radio edit,Hollow (Radio edit),https://api.spotify.com/v1/tracks/0YRkQy1TorxE6vNiLccHJ7,0YRkQy1TorxE6vNiLccHJ7
A Little Wicked,A Little Wicked,https://api.spotify.com/v1/tracks/0ZPMI8Gnz7p6omBBIOwiO9,0ZPMI8Gnz7p6omBBIOwiO9
Gay Human Bones,Hippies,https://api.spotify.com/v1/tracks/6h0JclBmNRcuzFWMJPzOfu,6h0JclBmNRcuzFWMJPzOfu
Nothing's Gonna Hurt You Baby,I.,https://api.spotify.com/v1/tracks/3GhsBdS9ulPK3KCdwHRPhG,3GhsBdS9ulPK3KCdwHRPhG
New York (Keep Whispering Songs),New York (Keep Whispering Songs),https://api.spotify.com/v1/tracks/2O2bgBxMpLIDfqRjzfQVzd,2O2bgBxMpLIDfqRjzfQVzd
OUTRO - Will Singing the Clash,Stranger Things (Soundtrack from the Netflix Original Series),https://api.spotify.com/v1/tracks/0FAUEWrGVyiaJToOYNcQmA,0FAUEWrGVyiaJToOYNcQmA
Not While I'm Around - Highlights Version,"Sweeney Todd, The Demon Barber of Fleet Street, The Motion Picture Soundtrack (Highlights)",https://api.spotify.com/v1/tracks/1ottSRcTrOZ3eojjZtbtUN,1ottSRcTrOZ3eojjZtbtUN
She Used to Be Mine,Waitress (Original Broadway Cast Recording),https://api.spotify.com/v1/tracks/7CBrUf50mf2IqcRZla38by,7CBrUf50mf2IqcRZla38by
The Music Of The Night,The Phantom Of The Opera,https://api.spotify.com/v1/tracks/2jF3AQzvTj9L1Ax9Di5BYu,2jF3AQzvTj9L1Ax9Di5BYu
"""Do I Love You Because You're Beautiful?""",Rodgers + Hammerstein's Cinderella (Original Broadway Cast Recording),https://api.spotify.com/v1/tracks/7bpekJEVJcOntT9ohNh2Kz,7bpekJEVJcOntT9ohNh2Kz
"High Flying, Adored",Evita,https://api.spotify.com/v1/tracks/35JAF4id2pPkyI6awv5Enc,35JAF4id2pPkyI6awv5Enc
Without You,Rent (Original Broadway Cast),https://api.spotify.com/v1/tracks/5oRYDtHakgLtib1ZYhj97l,5oRYDtHakgLtib1ZYhj97l
I Dreamed a Dance,Next To Normal (Original Broadway Cast Recording),https://api.spotify.com/v1/tracks/5hKLOV1a2Q0Er43GZWx7B7,5hKLOV1a2Q0Er43GZWx7B7
Prayer,Come From Away (Original Broadway Cast Recording),https://api.spotify.com/v1/tracks/4Zkw7JYf32PS9aGgLEjsw6,4Zkw7JYf32PS9aGgLEjsw6
Mountain Duet,Chess (The Original Recording / Remastered / Deluxe Edition),https://api.spotify.com/v1/tracks/1AKc4dLx3IN8YhexSy4xY3,1AKc4dLx3IN8YhexSy4xY3
In A Train Compartment: Seeing Is Believing - Live,Aspects Of Love (Original London Cast Recording / Remastered 2005),https://api.spotify.com/v1/tracks/66GgrcwW9fh3ikWr1o1zp9,66GgrcwW9fh3ikWr1o1zp9
Tell Me It's Not True,Blood Brothers (Original London Cast Recording),https://api.spotify.com/v1/tracks/4YrndhUYd0BuXFWOw3Veif,4YrndhUYd0BuXFWOw3Veif
I Can't Do It Alone (Reprise),Chicago The Musical (New Broadway Cast Recording (1997)),https://api.spotify.com/v1/tracks/1LZik4eONOZd2wuvHVdbmz,1LZik4eONOZd2wuvHVdbmz
Changing My Major,Fun Home (A New Broadway Musical),https://api.spotify.com/v1/tracks/6jgLIGTcVtQl9Q4r0otEMW,6jgLIGTcVtQl9Q4r0otEMW
Memory,Cats (Original London Cast Recording / 1981),https://api.spotify.com/v1/tracks/2GGkXContcq2SZpXuEAlyf,2GGkXContcq2SZpXuEAlyf
That Would Be Enough,Hamilton (Original Broadway Cast Recording),https://api.spotify.com/v1/tracks/6oF8ueLn5hIl4PRp17sxW6,6oF8ueLn5hIl4PRp17sxW6
"Stay, I Pray You",Anastasia (Original Broadway Cast Recording),https://api.spotify.com/v1/tracks/7rESLKVDgq9zge1nMBoAWx,7rESLKVDgq9zge1nMBoAWx
The Life I Never Led,Sister Act (Original London Cast Recording),https://api.spotify.com/v1/tracks/3HQBm8hKcsMZeSFvyvU6Eh,3HQBm8hKcsMZeSFvyvU6Eh
I Dreamed a Dream,Les Misérables (Original London Cast Recording Highlights),https://api.spotify.com/v1/tracks/4PPH6x9NQ5AVyCphvvtafu,4PPH6x9NQ5AVyCphvvtafu
The Past Is Another Land,Aida - Broadway Cast Album,https://api.spotify.com/v1/tracks/6ePa9JJvC2UBHCi2ngOYIY,6ePa9JJvC2UBHCi2ngOYIY
Someday,The Hunchback of Notre Dame (Studio Cast Recording),https://api.spotify.com/v1/tracks/2N44AK2fe2jZaUujA15l4w,2N44AK2fe2jZaUujA15l4w
Santa Fe (Prologue),Newsies (Original Broadway Cast Recording),https://api.spotify.com/v1/tracks/0inNs7YRnhnDKtXSGyB4RT,0inNs7YRnhnDKtXSGyB4RT
"I Dreamed A Dream - From ""Les Misérables""",Les Misérables: The Motion Picture Soundtrack Deluxe (Deluxe Edition),https://api.spotify.com/v1/tracks/2rPbBONzBW14kNvVF9Qy7E,2rPbBONzBW14kNvVF9Qy7E
"True Love - From ""Frozen: The Broadway Musical""",Frozen: The Broadway Musical (Original Broadway Cast Recording),https://api.spotify.com/v1/tracks/5LBKT2mbkMbsVOWmurRqYy,5LBKT2mbkMbsVOWmurRqYy
"I Know Where I've Been (""Hairspray"")",Hairspray [Deluxe Capbox (Ex USA)],https://api.spotify.com/v1/tracks/4BiqeWj8wbfyWYpsC6YlQ3,4BiqeWj8wbfyWYpsC6YlQ3
I'll Never Love Again - Film Version - Radio Edit,A Star Is Born Soundtrack (Without Dialogue),https://api.spotify.com/v1/tracks/3DKpA54hrFIdPN6AtL9HXa,3DKpA54hrFIdPN6AtL9HXa
Proud of Your Boy,Aladdin Original Broadway Cast Recording,https://api.spotify.com/v1/tracks/7dNinBJlQtQPCZ5EmuVKUD,7dNinBJlQtQPCZ5EmuVKUD
"For Good - From ""Wicked"" Original Broadway Cast Recording/2003",Wicked (Original Broadway Cast Recording / Deluxe Edition),https://api.spotify.com/v1/tracks/3WkgLAd7jGX3sZikfkF0lU,3WkgLAd7jGX3sZikfkF0lU
Loving You,Passion: A New Musical (Original Broadway Cast Recording),https://api.spotify.com/v1/tracks/5qrgS1vezYXYkFRgWExLlN,5qrgS1vezYXYkFRgWExLlN
"‘Til I Hear You Sing - From ""Love Never Dies""",Love Never Dies,https://api.spotify.com/v1/tracks/5FXLidEzYep8qMBVdCNL2u,5FXLidEzYep8qMBVdCNL2u
For Forever,Dear Evan Hansen (Broadway Cast Recording) [Deluxe],https://api.spotify.com/v1/tracks/4CDZkOor8aM1mym4RR3L6S,4CDZkOor8aM1mym4RR3L6S
"As Long As You're Mine - From ""Wicked"" Original Broadway Cast Recording/2003",Wicked (Original Broadway Cast Recording / Deluxe Edition),https://api.spotify.com/v1/tracks/3IvflXoxqRVwNvpKhjIOv6,3IvflXoxqRVwNvpKhjIOv6
You Matter to Me,Waitress (Original Broadway Cast Recording),https://api.spotify.com/v1/tracks/3OIoLMnnWzAUORFQxRAhdF,3OIoLMnnWzAUORFQxRAhdF
Wishing You Were Somehow Here Again,The Phantom Of The Opera,https://api.spotify.com/v1/tracks/1bjDpl9BW6AWAjH4ZKtxHX,1bjDpl9BW6AWAjH4ZKtxHX
I'll Cover You (Reprise),Rent (Original Broadway Cast),https://api.spotify.com/v1/tracks/3fPju1WY72B2LUBkF82CuQ,3fPju1WY72B2LUBkF82CuQ
He's Not Here,Next To Normal (Original Broadway Cast Recording),https://api.spotify.com/v1/tracks/5gpRnpnikh9Z1UBpJ2W1kz,5gpRnpnikh9Z1UBpJ2W1kz
Anthem,Chess (The Original Recording / Remastered / Deluxe Edition),https://api.spotify.com/v1/tracks/6Ka6U9MweGJjrMUtLdOlW0,6Ka6U9MweGJjrMUtLdOlW0
Lament,Evita,https://api.spotify.com/v1/tracks/3ZtbVPIk34n2ToMjFFwPCc,3ZtbVPIk34n2ToMjFFwPCc
History Has Its Eyes on You,Hamilton (Original Broadway Cast Recording),https://api.spotify.com/v1/tracks/1mGO8rwCE9zk7H06OxcU5m,1mGO8rwCE9zk7H06OxcU5m
The Neva Flows,Anastasia (Original Broadway Cast Recording),https://api.spotify.com/v1/tracks/72QLVbDxbWM6cqcBfyJEaB,72QLVbDxbWM6cqcBfyJEaB
I Read,Passion: A New Musical (Original Broadway Cast Recording),https://api.spotify.com/v1/tracks/6A1sCkPUB5GCWMqvn7HvW6,6A1sCkPUB5GCWMqvn7HvW6
Love Never Dies,Love Never Dies,https://api.spotify.com/v1/tracks/5Y1fXNIA7T8e62PXEyCgyU,5Y1fXNIA7T8e62PXEyCgyU
Not My Father's Son,Kinky Boots (Original Broadway Cast Recording),https://api.spotify.com/v1/tracks/7bD4oczHpW3FITPTbK3mCe,7bD4oczHpW3FITPTbK3mCe
A Memory Of A Happy Moment - Live,Aspects Of Love (Original London Cast Recording / Remastered 2005),https://api.spotify.com/v1/tracks/61ihACP3DZtY6DgZZb1VIM,61ihACP3DZtY6DgZZb1VIM
Home,Beauty And The Beast: The Broadway Musical,https://api.spotify.com/v1/tracks/66GzaMmr8iiRLOfaejUzuY,66GzaMmr8iiRLOfaejUzuY
